year,gender,age,value
1991,Male+,60 to 64 years,21368.0
1992,Male+,60 to 64 years,21230.0
1993,Male+,60 to 64 years,21083.0
1994,Male+,60 to 64 years,20709.0
1995,Male+,60 to 64 years,20490.0
1996,Male+,60 to 64 years,20230.0
1997,Male+,60 to 64 years,19797.0
1998,Male+,60 to 64 years,19520.0
1999,Male+,60 to 64 years,19356.0
2000,Male+,60 to 64 years,19237.0
2001,Male+,60 to 64 years,19339.0
2002,Male+,60 to 64 years,19573.0
2003,Male+,60 to 64 years,20152.0
2004,Male+,60 to 64 years,20590.0
2005,Male+,60 to 64 years,21203.0
2006,Male+,60 to 64 years,21917.0
2007,Male+,60 to 64 years,23419.0
2008,Male+,60 to 64 years,24748.0
2009,Male+,60 to 64 years,26119.0
2010,Male+,60 to 64 years,27673.0
2011,Male+,60 to 64 years,28899.0
2012,Male+,60 to 64 years,29679.0
2013,Male+,60 to 64 years,30662.0
2014,Male+,60 to 64 years,32012.0
2015,Male+,60 to 64 years,33380.0
2016,Male+,60 to 64 years,34756.0
2017,Male+,60 to 64 years,35934.0
2018,Male+,60 to 64 years,36839.0
2019,Male+,60 to 64 years,37424.0
2020,Male+,60 to 64 years,37710.0
2021,Male+,60 to 64 years,37841.0
2022,Male+,60 to 64 years,37923.0
2023,Male+,60 to 64 years,38208.0
1971,Male+,65 to 69 years,16221.0
1972,Male+,65 to 69 years,16311.0
1973,Male+,65 to 69 years,16557.0
1974,Male+,65 to 69 years,16619.0
1975,Male+,65 to 69 years,16861.0
1976,Male+,65 to 69 years,17495.0
1977,Male+,65 to 69 years,17906.0
1978,Male+,65 to 69 years,18085.0
1979,Male+,65 to 69 years,18368.0
1980,Male+,65 to 69 years,18821.0
1981,Male+,65 to 69 years,19145.0
1982,Male+,65 to 69 years,19287.0
1983,Male+,65 to 69 years,19189.0
1984,Male+,65 to 69 years,19116.0
1985,Male+,65 to 69 years,19279.0
1986,Male+,65 to 69 years,19289.0
1987,Male+,65 to 69 years,19557.0
1988,Male+,65 to 69 years,19644.0
1989,Male+,65 to 69 years,19926.0
1990,Male+,65 to 69 years,19798.0
1991,Male+,65 to 69 years,19775.0
1992,Male+,65 to 69 years,19661.0
1993,Male+,65 to 69 years,19608.0
1994,Male+,65 to 69 years,19533.0
1995,Male+,65 to 69 years,19466.0
1996,Male+,65 to 69 years,19393.0
1997,Male+,65 to 69 years,19278.0
1998,Male+,65 to 69 years,19094.0
1999,Male+,65 to 69 years,18776.0
2000,Male+,65 to 69 years,18475.0
2001,Male+,65 to 69 years,18123.0
2002,Male+,65 to 69 years,17778.0
2003,Male+,65 to 69 years,17594.0
2004,Male+,65 to 69 years,17650.0
2005,Male+,65 to 69 years,17693.0
2006,Male+,65 to 69 years,17920.0
2007,Male+,65 to 69 years,18268.0
2008,Male+,65 to 69 years,18741.0
2009,Male+,65 to 69 years,19216.0
2010,Male+,65 to 69 years,19814.0
2011,Male+,65 to 69 years,20613.0
2012,Male+,65 to 69 years,22095.0
2013,Male+,65 to 69 years,23267.0
2014,Male+,65 to 69 years,24314.0
2015,Male+,65 to 69 years,25505.0
2016,Male+,65 to 69 years,26467.0
2017,Male+,65 to 69 years,27291.0
2018,Male+,65 to 69 years,28313.0
2019,Male+,65 to 69 years,29787.0
2020,Male+,65 to 69 years,31327.0
2021,Male+,65 to 69 years,32695.0
2022,Male+,65 to 69 years,33716.0
2023,Male+,65 to 69 years,34546.0
1971,Male+,70 to 74 years,11335.0
1972,Male+,70 to 74 years,11784.0
1973,Male+,70 to 74 years,12233.0
1974,Male+,70 to 74 years,12723.0
1975,Male+,70 to 74 years,12952.0
1976,Male+,70 to 74 years,13111.0
1977,Male+,70 to 74 years,13363.0
1978,Male+,70 to 74 years,13763.0
1979,Male+,70 to 74 years,14034.0
1980,Male+,70 to 74 years,14252.0
1981,Male+,70 to 74 years,14681.0
1982,Male+,70 to 74 years,14976.0
1983,Male+,70 to 74 years,15114.0
1984,Male+,70 to 74 years,15372.0
1985,Male+,70 to 74 years,15791.0
1986,Male+,70 to 74 years,16002.0
1987,Male+,70 to 74 years,16244.0
1988,Male+,70 to 74 years,16277.0
1989,Male+,70 to 74 years,16272.0
1990,Male+,70 to 74 years,16381.0
1991,Male+,70 to 74 years,16516.0
1992,Male+,70 to 74 years,16743.0
1993,Male+,70 to 74 years,16911.0
1994,Male+,70 to 74 years,17121.0
1995,Male+,70 to 74 years,17089.0
1996,Male+,70 to 74 years,17069.0
1997,Male+,70 to 74 years,16915.0
1998,Male+,70 to 74 years,16915.0
1999,Male+,70 to 74 years,16821.0
2000,Male+,70 to 74 years,16689.0
2001,Male+,70 to 74 years,16751.0
2002,Male+,70 to 74 years,16669.0
2003,Male+,70 to 74 years,16491.0
2004,Male+,70 to 74 years,16330.0
2005,Male+,70 to 74 years,16088.0
2006,Male+,70 to 74 years,15928.0
2007,Male+,70 to 74 years,15690.0
2008,Male+,70 to 74 years,15595.0
2009,Male+,70 to 74 years,15614.0
2010,Male+,70 to 74 years,15677.0
2011,Male+,70 to 74 years,15895.0
2012,Male+,70 to 74 years,16128.0
2013,Male+,70 to 74 years,16574.0
2014,Male+,70 to 74 years,17000.0
2015,Male+,70 to 74 years,17525.0
2016,Male+,70 to 74 years,18268.0
2017,Male+,70 to 74 years,19593.0
2018,Male+,70 to 74 years,20646.0
2019,Male+,70 to 74 years,21815.0
2020,Male+,70 to 74 years,23009.0
2021,Male+,70 to 74 years,24041.0
2022,Male+,70 to 74 years,24793.0
2023,Male+,70 to 74 years,26015.0
1971,Male+,75 to 79 years,9066.0
1972,Male+,75 to 79 years,8654.0
1973,Male+,75 to 79 years,8351.0
1974,Male+,75 to 79 years,8161.0
1975,Male+,75 to 79 years,8242.0
1976,Male+,75 to 79 years,8536.0
1977,Male+,75 to 79 years,8883.0
1978,Male+,75 to 79 years,9232.0
1979,Male+,75 to 79 years,9735.0
1980,Male+,75 to 79 years,9892.0
1981,Male+,75 to 79 years,10047.0
1982,Male+,75 to 79 years,10266.0
1983,Male+,75 to 79 years,10599.0
1984,Male+,75 to 79 years,10837.0
1985,Male+,75 to 79 years,11062.0
1986,Male+,75 to 79 years,11287.0
1987,Male+,75 to 79 years,11542.0
1988,Male+,75 to 79 years,11756.0
1989,Male+,75 to 79 years,11983.0
1990,Male+,75 to 79 years,12457.0
1991,Male+,75 to 79 years,12764.0
1992,Male+,75 to 79 years,12817.0
1993,Male+,75 to 79 years,12855.0
1994,Male+,75 to 79 years,12831.0
1995,Male+,75 to 79 years,12869.0
1996,Male+,75 to 79 years,12988.0
1997,Male+,75 to 79 years,13172.0
1998,Male+,75 to 79 years,13283.0
1999,Male+,75 to 79 years,13494.0
2000,Male+,75 to 79 years,13496.0
2001,Male+,75 to 79 years,13492.0
2002,Male+,75 to 79 years,13521.0
2003,Male+,75 to 79 years,13631.0
2004,Male+,75 to 79 years,13621.0
2005,Male+,75 to 79 years,13625.0
2006,Male+,75 to 79 years,13753.0
2007,Male+,75 to 79 years,13672.0
2008,Male+,75 to 79 years,13482.0
2009,Male+,75 to 79 years,13330.0
2010,Male+,75 to 79 years,13133.0
2011,Male+,75 to 79 years,13026.0
2012,Male+,75 to 79 years,12946.0
2013,Male+,75 to 79 years,12911.0
2014,Male+,75 to 79 years,12928.0
2015,Male+,75 to 79 years,12995.0
2016,Male+,75 to 79 years,13249.0
2017,Male+,75 to 79 years,13561.0
2018,Male+,75 to 79 years,14123.0
2019,Male+,75 to 79 years,14618.0
2020,Male+,75 to 79 years,15217.0
2021,Male+,75 to 79 years,15784.0
2022,Male+,75 to 79 years,16905.0
2023,Male+,75 to 79 years,17800.0
1971,Male+,80 to 84 years,6525.0
1972,Male+,80 to 84 years,6413.0
1973,Male+,80 to 84 years,6259.0
1974,Male+,80 to 84 years,6064.0
1975,Male+,80 to 84 years,5874.0
1976,Male+,80 to 84 years,5609.0
1977,Male+,80 to 84 years,5465.0
1978,Male+,80 to 84 years,5353.0
1979,Male+,80 to 84 years,5339.0
1980,Male+,80 to 84 years,5472.0
1981,Male+,80 to 84 years,5708.0
1982,Male+,80 to 84 years,5998.0
1983,Male+,80 to 84 years,6255.0
1984,Male+,80 to 84 years,6582.0
1985,Male+,80 to 84 years,6648.0
1986,Male+,80 to 84 years,6808.0
1987,Male+,80 to 84 years,6945.0
1988,Male+,80 to 84 years,7187.0
1989,Male+,80 to 84 years,7328.0
1990,Male+,80 to 84 years,7386.0
1991,Male+,80 to 84 years,7707.0
1992,Male+,80 to 84 years,8005.0
1993,Male+,80 to 84 years,8141.0
1994,Male+,80 to 84 years,8331.0
1995,Male+,80 to 84 years,8680.0
1996,Male+,80 to 84 years,8817.0
1997,Male+,80 to 84 years,8895.0
1998,Male+,80 to 84 years,8877.0
1999,Male+,80 to 84 years,8851.0
2000,Male+,80 to 84 years,8935.0
2001,Male+,80 to 84 years,9066.0
2002,Male+,80 to 84 years,9182.0
2003,Male+,80 to 84 years,9283.0
2004,Male+,80 to 84 years,9528.0
2005,Male+,80 to 84 years,9742.0
2006,Male+,80 to 84 years,9785.0
2007,Male+,80 to 84 years,9901.0
2008,Male+,80 to 84 years,10037.0
2009,Male+,80 to 84 years,10022.0
2010,Male+,80 to 84 years,9987.0
2011,Male+,80 to 84 years,10056.0
2012,Male+,80 to 84 years,10059.0
2013,Male+,80 to 84 years,9933.0
2014,Male+,80 to 84 years,9899.0
2015,Male+,80 to 84 years,9870.0
2016,Male+,80 to 84 years,9766.0
2017,Male+,80 to 84 years,9678.0
2018,Male+,80 to 84 years,9695.0
2019,Male+,80 to 84 years,9812.0
2020,Male+,80 to 84 years,10010.0
2021,Male+,80 to 84 years,10289.0
2022,Male+,80 to 84 years,10575.0
2023,Male+,80 to 84 years,10928.0
1971,Male+,85 to 89 years,3397.0
1972,Male+,85 to 89 years,3381.0
1973,Male+,85 to 89 years,3369.0
1974,Male+,85 to 89 years,3345.0
1975,Male+,85 to 89 years,3336.0
1976,Male+,85 to 89 years,3250.0
1977,Male+,85 to 89 years,3154.0
1978,Male+,85 to 89 years,3113.0
1979,Male+,85 to 89 years,3112.0
1980,Male+,85 to 89 years,3050.0
1981,Male+,85 to 89 years,3020.0
1982,Male+,85 to 89 years,2952.0
1983,Male+,85 to 89 years,2890.0
1984,Male+,85 to 89 years,2898.0
1985,Male+,85 to 89 years,2964.0
1986,Male+,85 to 89 years,3156.0
1987,Male+,85 to 89 years,3343.0
1988,Male+,85 to 89 years,3533.0
1989,Male+,85 to 89 years,3713.0
1990,Male+,85 to 89 years,3742.0
1991,Male+,85 to 89 years,3707.0
1992,Male+,85 to 89 years,3739.0
1993,Male+,85 to 89 years,3958.0
1994,Male+,85 to 89 years,4016.0
1995,Male+,85 to 89 years,4194.0
1996,Male+,85 to 89 years,4354.0
1997,Male+,85 to 89 years,4450.0
1998,Male+,85 to 89 years,4587.0
1999,Male+,85 to 89 years,4690.0
2000,Male+,85 to 89 years,4874.0
2001,Male+,85 to 89 years,4961.0
2002,Male+,85 to 89 years,4993.0
2003,Male+,85 to 89 years,4995.0
2004,Male+,85 to 89 years,5018.0
2005,Male+,85 to 89 years,5059.0
2006,Male+,85 to 89 years,5171.0
2007,Male+,85 to 89 years,5375.0
2008,Male+,85 to 89 years,5451.0
2009,Male+,85 to 89 years,5661.0
2010,Male+,85 to 89 years,5773.0
2011,Male+,85 to 89 years,5748.0
2012,Male+,85 to 89 years,5846.0
2013,Male+,85 to 89 years,5995.0
2014,Male+,85 to 89 years,6058.0
2015,Male+,85 to 89 years,6154.0
2016,Male+,85 to 89 years,6217.0
2017,Male+,85 to 89 years,6234.0
2018,Male+,85 to 89 years,6206.0
2019,Male+,85 to 89 years,6208.0
2020,Male+,85 to 89 years,6103.0
2021,Male+,85 to 89 years,6101.0
2022,Male+,85 to 89 years,5916.0
2023,Male+,85 to 89 years,5965.0
1991,Male+,90 to 94 years,
1992,Male+,90 to 94 years,
1993,Male+,90 to 94 years,
1994,Male+,90 to 94 years,
1995,Male+,90 to 94 years,
1996,Male+,90 to 94 years,
1997,Male+,90 to 94 years,
1998,Male+,90 to 94 years,
1999,Male+,90 to 94 years,
2000,Male+,90 to 94 years,1620.0
2001,Male+,90 to 94 years,1636.0
2002,Male+,90 to 94 years,1737.0
2003,Male+,90 to 94 years,1837.0
2004,Male+,90 to 94 years,1804.0
2005,Male+,90 to 94 years,1926.0
2006,Male+,90 to 94 years,1959.0
2007,Male+,90 to 94 years,1982.0
2008,Male+,90 to 94 years,1975.0
2009,Male+,90 to 94 years,1989.0
2010,Male+,90 to 94 years,2037.0
2011,Male+,90 to 94 years,2130.0
2012,Male+,90 to 94 years,2248.0
2013,Male+,90 to 94 years,2340.0
2014,Male+,90 to 94 years,2435.0
2015,Male+,90 to 94 years,2512.0
2016,Male+,90 to 94 years,2610.0
2017,Male+,90 to 94 years,2665.0
2018,Male+,90 to 94 years,2732.0
2019,Male+,90 to 94 years,2754.0
2020,Male+,90 to 94 years,2812.0
2021,Male+,90 to 94 years,2829.0
2022,Male+,90 to 94 years,2855.0
2023,Male+,90 to 94 years,2770.0
1991,Male+,95 to 99 years,
1992,Male+,95 to 99 years,
1993,Male+,95 to 99 years,
1994,Male+,95 to 99 years,
1995,Male+,95 to 99 years,
1996,Male+,95 to 99 years,
1997,Male+,95 to 99 years,
1998,Male+,95 to 99 years,
1999,Male+,95 to 99 years,
2000,Male+,95 to 99 years,350.0
2001,Male+,95 to 99 years,350.0
2002,Male+,95 to 99 years,341.0
2003,Male+,95 to 99 years,388.0
2004,Male+,95 to 99 years,410.0
2005,Male+,95 to 99 years,401.0
2006,Male+,95 to 99 years,420.0
2007,Male+,95 to 99 years,411.0
2008,Male+,95 to 99 years,422.0
2009,Male+,95 to 99 years,431.0
2010,Male+,95 to 99 years,475.0
2011,Male+,95 to 99 years,494.0
2012,Male+,95 to 99 years,493.0
2013,Male+,95 to 99 years,468.0
2014,Male+,95 to 99 years,489.0
2015,Male+,95 to 99 years,514.0
2016,Male+,95 to 99 years,591.0
2017,Male+,95 to 99 years,632.0
2018,Male+,95 to 99 years,638.0
2019,Male+,95 to 99 years,642.0
2020,Male+,95 to 99 years,652.0
2021,Male+,95 to 99 years,673.0
2022,Male+,95 to 99 years,690.0
2023,Male+,95 to 99 years,711.0
1991,Male+,100 years and older,
1992,Male+,100 years and older,
1993,Male+,100 years and older,
1994,Male+,100 years and older,
1995,Male+,100 years and older,
1996,Male+,100 years and older,
1997,Male+,100 years and older,
1998,Male+,100 years and older,
1999,Male+,100 years and older,
2000,Male+,100 years and older,51.0
2001,Male+,100 years and older,50.0
2002,Male+,100 years and older,44.0
2003,Male+,100 years and older,42.0
2004,Male+,100 years and older,48.0
2005,Male+,100 years and older,45.0
2006,Male+,100 years and older,49.0
2007,Male+,100 years and older,47.0
2008,Male+,100 years and older,47.0
2009,Male+,100 years and older,56.0
2010,Male+,100 years and older,50.0
2011,Male+,100 years and older,59.0
2012,Male+,100 years and older,67.0
2013,Male+,100 years and older,63.0
2014,Male+,100 years and older,61.0
2015,Male+,100 years and older,64.0
2016,Male+,100 years and older,58.0
2017,Male+,100 years and older,58.0
2018,Male+,100 years and older,59.0
2019,Male+,100 years and older,69.0
2020,Male+,100 years and older,69.0
2021,Male+,100 years and older,72.0
2022,Male+,100 years and older,61.0
2023,Male+,100 years and older,66.0
1971,Male+,Average age,31.9
1972,Male+,Average age,32.1
1973,Male+,Average age,32.3
1974,Male+,Average age,32.4
1975,Male+,Average age,32.5
1976,Male+,Average age,32.5
1977,Male+,Average age,32.5
1978,Male+,Average age,32.6
1979,Male+,Average age,32.7
1980,Male+,Average age,32.8
1981,Male+,Average age,32.9
1982,Male+,Average age,33.0
1983,Male+,Average age,33.0
1984,Male+,Average age,33.0
1985,Male+,Average age,33.1
1986,Male+,Average age,33.2
1987,Male+,Average age,33.3
1988,Male+,Average age,33.6
1989,Male+,Average age,33.9
1990,Male+,Average age,34.1
1991,Male+,Average age,34.4
1992,Male+,Average age,34.5
1993,Male+,Average age,34.7
1994,Male+,Average age,34.8
1995,Male+,Average age,35.0
1996,Male+,Average age,35.1
1997,Male+,Average age,35.3
1998,Male+,Average age,35.5
1999,Male+,Average age,35.7
2000,Male+,Average age,35.9
2001,Male+,Average age,36.2
2002,Male+,Average age,36.5
2003,Male+,Average age,36.7
2004,Male+,Average age,36.9
2005,Male+,Average age,37.2
2006,Male+,Average age,37.5
2007,Male+,Average age,37.6
2008,Male+,Average age,37.6
2009,Male+,Average age,37.7
2010,Male+,Average age,37.7
2011,Male+,Average age,37.8
2012,Male+,Average age,37.8
2013,Male+,Average age,37.8
2014,Male+,Average age,37.9
2015,Male+,Average age,37.9
2016,Male+,Average age,38.0
2017,Male+,Average age,38.1
2018,Male+,Average age,38.2
2019,Male+,Average age,38.4
2020,Male+,Average age,38.6
2021,Male+,Average age,38.8
2022,Male+,Average age,38.9
2023,Male+,Average age,38.9
