year,gender,age,value
1991,Men+,60 to 64 years,21368.0
1992,Men+,60 to 64 years,21230.0
1993,Men+,60 to 64 years,21083.0
1994,Men+,60 to 64 years,20709.0
1995,Men+,60 to 64 years,20490.0
1996,Men+,60 to 64 years,20230.0
1997,Men+,60 to 64 years,19797.0
1998,Men+,60 to 64 years,19520.0
1999,Men+,60 to 64 years,19356.0
2000,Men+,60 to 64 years,19237.0
2001,Men+,60 to 64 years,19339.0
2002,Men+,60 to 64 years,19573.0
2003,Men+,60 to 64 years,20152.0
2004,Men+,60 to 64 years,20590.0
2005,Men+,60 to 64 years,21203.0
2006,Men+,60 to 64 years,21917.0
2007,Men+,60 to 64 years,23419.0
2008,Men+,60 to 64 years,24748.0
2009,Men+,60 to 64 years,26119.0
2010,Men+,60 to 64 years,27673.0
2011,Men+,60 to 64 years,28899.0
2012,Men+,60 to 64 years,29679.0
2013,Men+,60 to 64 years,30662.0
2014,Men+,60 to 64 years,32012.0
2015,Men+,60 to 64 years,33380.0
2016,Men+,60 to 64 years,34756.0
2017,Men+,60 to 64 years,35934.0
2018,Men+,60 to 64 years,36839.0
2019,Men+,60 to 64 years,37424.0
2020,Men+,60 to 64 years,37710.0
2021,Men+,60 to 64 years,37841.0
2022,Men+,60 to 64 years,37923.0
2023,Men+,60 to 64 years,38208.0
1971,Men+,65 to 69 years,16221.0
1972,Men+,65 to 69 years,16311.0
1973,Men+,65 to 69 years,16557.0
1974,Men+,65 to 69 years,16619.0
1975,Men+,65 to 69 years,16861.0
1976,Men+,65 to 69 years,17495.0
1977,Men+,65 to 69 years,17906.0
1978,Men+,65 to 69 years,18085.0
1979,Men+,65 to 69 years,18368.0
1980,Men+,65 to 69 years,18821.0
1981,Men+,65 to 69 years,19145.0
1982,Men+,65 to 69 years,19287.0
1983,Men+,65 to 69 years,19189.0
1984,Men+,65 to 69 years,19116.0
1985,Men+,65 to 69 years,19279.0
1986,Men+,65 to 69 years,19289.0
1987,Men+,65 to 69 years,19557.0
1988,Men+,65 to 69 years,19644.0
1989,Men+,65 to 69 years,19926.0
1990,Men+,65 to 69 years,19798.0
1991,Men+,65 to 69 years,19775.0
1992,Men+,65 to 69 years,19661.0
1993,Men+,65 to 69 years,19608.0
1994,Men+,65 to 69 years,19533.0
1995,Men+,65 to 69 years,19466.0
1996,Men+,65 to 69 years,19393.0
1997,Men+,65 to 69 years,19278.0
1998,Men+,65 to 69 years,19094.0
1999,Men+,65 to 69 years,18776.0
2000,Men+,65 to 69 years,18475.0
2001,Men+,65 to 69 years,18123.0
2002,Men+,65 to 69 years,17778.0
2003,Men+,65 to 69 years,17594.0
2004,Men+,65 to 69 years,17650.0
2005,Men+,65 to 69 years,17693.0
2006,Men+,65 to 69 years,17920.0
2007,Men+,65 to 69 years,18268.0
2008,Men+,65 to 69 years,18741.0
2009,Men+,65 to 69 years,19216.0
2010,Men+,65 to 69 years,19814.0
2011,Men+,65 to 69 years,20613.0
2012,Men+,65 to 69 years,22095.0
2013,Men+,65 to 69 years,23267.0
2014,Men+,65 to 69 years,24314.0
2015,Men+,65 to 69 years,25505.0
2016,Men+,65 to 69 years,26467.0
2017,Men+,65 to 69 years,27291.0
2018,Men+,65 to 69 years,28313.0
2019,Men+,65 to 69 years,29787.0
2020,Men+,65 to 69 years,31327.0
2021,Men+,65 to 69 years,32695.0
2022,Men+,65 to 69 years,33716.0
2023,Men+,65 to 69 years,34546.0
1971,Men+,70 to 74 years,11335.0
1972,Men+,70 to 74 years,11784.0
1973,Men+,70 to 74 years,12233.0
1974,Men+,70 to 74 years,12723.0
1975,Men+,70 to 74 years,12952.0
1976,Men+,70 to 74 years,13111.0
1977,Men+,70 to 74 years,13363.0
1978,Men+,70 to 74 years,13763.0
1979,Men+,70 to 74 years,14034.0
1980,Men+,70 to 74 years,14252.0
1981,Men+,70 to 74 years,14681.0
1982,Men+,70 to 74 years,14976.0
1983,Men+,70 to 74 years,15114.0
1984,Men+,70 to 74 years,15372.0
1985,Men+,70 to 74 years,15791.0
1986,Men+,70 to 74 years,16002.0
1987,Men+,70 to 74 years,16244.0
1988,Men+,70 to 74 years,16277.0
1989,Men+,70 to 74 years,16272.0
1990,Men+,70 to 74 years,16381.0
1991,Men+,70 to 74 years,16516.0
1992,Men+,70 to 74 years,16743.0
1993,Men+,70 to 74 years,16911.0
1994,Men+,70 to 74 years,17121.0
1995,Men+,70 to 74 years,17089.0
1996,Men+,70 to 74 years,17069.0
1997,Men+,70 to 74 years,16915.0
1998,Men+,70 to 74 years,16915.0
1999,Men+,70 to 74 years,16821.0
2000,Men+,70 to 74 years,16689.0
2001,Men+,70 to 74 years,16751.0
2002,Men+,70 to 74 years,16669.0
2003,Men+,70 to 74 years,16491.0
2004,Men+,70 to 74 years,16330.0
2005,Men+,70 to 74 years,16088.0
2006,Men+,70 to 74 years,15928.0
2007,Men+,70 to 74 years,15690.0
2008,Men+,70 to 74 years,15595.0
2009,Men+,70 to 74 years,15614.0
2010,Men+,70 to 74 years,15677.0
2011,Men+,70 to 74 years,15895.0
2012,Men+,70 to 74 years,16128.0
2013,Men+,70 to 74 years,16574.0
2014,Men+,70 to 74 years,17000.0
2015,Men+,70 to 74 years,17525.0
2016,Men+,70 to 74 years,18268.0
2017,Men+,70 to 74 years,19593.0
2018,Men+,70 to 74 years,20646.0
2019,Men+,70 to 74 years,21815.0
2020,Men+,70 to 74 years,23009.0
2021,Men+,70 to 74 years,24041.0
2022,Men+,70 to 74 years,24793.0
2023,Men+,70 to 74 years,26015.0
1971,Men+,75 to 79 years,9066.0
1972,Men+,75 to 79 years,8654.0
1973,Men+,75 to 79 years,8351.0
1974,Men+,75 to 79 years,8161.0
1975,Men+,75 to 79 years,8242.0
1976,Men+,75 to 79 years,8536.0
1977,Men+,75 to 79 years,8883.0
1978,Men+,75 to 79 years,9232.0
1979,Men+,75 to 79 years,9735.0
1980,Men+,75 to 79 years,9892.0
1981,Men+,75 to 79 years,10047.0
1982,Men+,75 to 79 years,10266.0
1983,Men+,75 to 79 years,10599.0
1984,Men+,75 to 79 years,10837.0
1985,Men+,75 to 79 years,11062.0
1986,Men+,75 to 79 years,11287.0
1987,Men+,75 to 79 years,11542.0
1988,Men+,75 to 79 years,11756.0
1989,Men+,75 to 79 years,11983.0
1990,Men+,75 to 79 years,12457.0
1991,Men+,75 to 79 years,12764.0
1992,Men+,75 to 79 years,12817.0
1993,Men+,75 to 79 years,12855.0
1994,Men+,75 to 79 years,12831.0
1995,Men+,75 to 79 years,12869.0
1996,Men+,75 to 79 years,12988.0
1997,Men+,75 to 79 years,13172.0
1998,Men+,75 to 79 years,13283.0
1999,Men+,75 to 79 years,13494.0
2000,Men+,75 to 79 years,13496.0
2001,Men+,75 to 79 years,13492.0
2002,Men+,75 to 79 years,13521.0
2003,Men+,75 to 79 years,13631.0
2004,Men+,75 to 79 years,13621.0
2005,Men+,75 to 79 years,13625.0
2006,Men+,75 to 79 years,13753.0
2007,Men+,75 to 79 years,13672.0
2008,Men+,75 to 79 years,13482.0
2009,Men+,75 to 79 years,13330.0
2010,Men+,75 to 79 years,13133.0
2011,Men+,75 to 79 years,13026.0
2012,Men+,75 to 79 years,12946.0
2013,Men+,75 to 79 years,12911.0
2014,Men+,75 to 79 years,12928.0
2015,Men+,75 to 79 years,12995.0
2016,Men+,75 to 79 years,13249.0
2017,Men+,75 to 79 years,13561.0
2018,Men+,75 to 79 years,14123.0
2019,Men+,75 to 79 years,14618.0
2020,Men+,75 to 79 years,15217.0
2021,Men+,75 to 79 years,15784.0
2022,Men+,75 to 79 years,16905.0
2023,Men+,75 to 79 years,17800.0
1971,Men+,80 to 84 years,6525.0
1972,Men+,80 to 84 years,6413.0
1973,Men+,80 to 84 years,6259.0
1974,Men+,80 to 84 years,6064.0
1975,Men+,80 to 84 years,5874.0
1976,Men+,80 to 84 years,5609.0
1977,Men+,80 to 84 years,5465.0
1978,Men+,80 to 84 years,5353.0
1979,Men+,80 to 84 years,5339.0
1980,Men+,80 to 84 years,5472.0
1981,Men+,80 to 84 years,5708.0
1982,Men+,80 to 84 years,5998.0
1983,Men+,80 to 84 years,6255.0
1984,Men+,80 to 84 years,6582.0
1985,Men+,80 to 84 years,6648.0
1986,Men+,80 to 84 years,6808.0
1987,Men+,80 to 84 years,6945.0
1988,Men+,80 to 84 years,7187.0
1989,Men+,80 to 84 years,7328.0
1990,Men+,80 to 84 years,7386.0
1991,Men+,80 to 84 years,7707.0
1992,Men+,80 to 84 years,8005.0
1993,Men+,80 to 84 years,8141.0
1994,Men+,80 to 84 years,8331.0
1995,Men+,80 to 84 years,8680.0
1996,Men+,80 to 84 years,8817.0
1997,Men+,80 to 84 years,8895.0
1998,Men+,80 to 84 years,8877.0
1999,Men+,80 to 84 years,8851.0
2000,Men+,80 to 84 years,8935.0
2001,Men+,80 to 84 years,9066.0
2002,Men+,80 to 84 years,9182.0
2003,Men+,80 to 84 years,9283.0
2004,Men+,80 to 84 years,9528.0
2005,Men+,80 to 84 years,9742.0
2006,Men+,80 to 84 years,9785.0
2007,Men+,80 to 84 years,9901.0
2008,Men+,80 to 84 years,10037.0
2009,Men+,80 to 84 years,10022.0
2010,Men+,80 to 84 years,9987.0
2011,Men+,80 to 84 years,10056.0
2012,Men+,80 to 84 years,10059.0
2013,Men+,80 to 84 years,9933.0
2014,Men+,80 to 84 years,9899.0
2015,Men+,80 to 84 years,9870.0
2016,Men+,80 to 84 years,9766.0
2017,Men+,80 to 84 years,9678.0
2018,Men+,80 to 84 years,9695.0
2019,Men+,80 to 84 years,9812.0
2020,Men+,80 to 84 years,10010.0
2021,Men+,80 to 84 years,10289.0
2022,Men+,80 to 84 years,10575.0
2023,Men+,80 to 84 years,10928.0
1971,Men+,85 to 89 years,3397.0
1972,Men+,85 to 89 years,3381.0
1973,Men+,85 to 89 years,3369.0
1974,Men+,85 to 89 years,3345.0
1975,Men+,85 to 89 years,3336.0
1976,Men+,85 to 89 years,3250.0
1977,Men+,85 to 89 years,3154.0
1978,Men+,85 to 89 years,3113.0
1979,Men+,85 to 89 years,3112.0
1980,Men+,85 to 89 years,3050.0
1981,Men+,85 to 89 years,3020.0
1982,Men+,85 to 89 years,2952.0
1983,Men+,85 to 89 years,2890.0
1984,Men+,85 to 89 years,2898.0
1985,Men+,85 to 89 years,2964.0
1986,Men+,85 to 89 years,3156.0
1987,Men+,85 to 89 years,3343.0
1988,Men+,85 to 89 years,3533.0
1989,Men+,85 to 89 years,3713.0
1990,Men+,85 to 89 years,3742.0
1991,Men+,85 to 89 years,3707.0
1992,Men+,85 to 89 years,3739.0
1993,Men+,85 to 89 years,3958.0
1994,Men+,85 to 89 years,4016.0
1995,Men+,85 to 89 years,4194.0
1996,Men+,85 to 89 years,4354.0
1997,Men+,85 to 89 years,4450.0
1998,Men+,85 to 89 years,4587.0
1999,Men+,85 to 89 years,4690.0
2000,Men+,85 to 89 years,4874.0
2001,Men+,85 to 89 years,4961.0
2002,Men+,85 to 89 years,4993.0
2003,Men+,85 to 89 years,4995.0
2004,Men+,85 to 89 years,5018.0
2005,Men+,85 to 89 years,5059.0
2006,Men+,85 to 89 years,5171.0
2007,Men+,85 to 89 years,5375.0
2008,Men+,85 to 89 years,5451.0
2009,Men+,85 to 89 years,5661.0
2010,Men+,85 to 89 years,5773.0
2011,Men+,85 to 89 years,5748.0
2012,Men+,85 to 89 years,5846.0
2013,Men+,85 to 89 years,5995.0
2014,Men+,85 to 89 years,6058.0
2015,Men+,85 to 89 years,6154.0
2016,Men+,85 to 89 years,6217.0
2017,Men+,85 to 89 years,6234.0
2018,Men+,85 to 89 years,6206.0
2019,Men+,85 to 89 years,6208.0
2020,Men+,85 to 89 years,6103.0
2021,Men+,85 to 89 years,6101.0
2022,Men+,85 to 89 years,5916.0
2023,Men+,85 to 89 years,5965.0
1991,Men+,90 to 94 years,
1992,Men+,90 to 94 years,
1993,Men+,90 to 94 years,
1994,Men+,90 to 94 years,
1995,Men+,90 to 94 years,
1996,Men+,90 to 94 years,
1997,Men+,90 to 94 years,
1998,Men+,90 to 94 years,
1999,Men+,90 to 94 years,
2000,Men+,90 to 94 years,1620.0
2001,Men+,90 to 94 years,1636.0
2002,Men+,90 to 94 years,1737.0
2003,Men+,90 to 94 years,1837.0
2004,Men+,90 to 94 years,1804.0
2005,Men+,90 to 94 years,1926.0
2006,Men+,90 to 94 years,1959.0
2007,Men+,90 to 94 years,1982.0
2008,Men+,90 to 94 years,1975.0
2009,Men+,90 to 94 years,1989.0
2010,Men+,90 to 94 years,2037.0
2011,Men+,90 to 94 years,2130.0
2012,Men+,90 to 94 years,2248.0
2013,Men+,90 to 94 years,2340.0
2014,Men+,90 to 94 years,2435.0
2015,Men+,90 to 94 years,2512.0
2016,Men+,90 to 94 years,2610.0
2017,Men+,90 to 94 years,2665.0
2018,Men+,90 to 94 years,2732.0
2019,Men+,90 to 94 years,2754.0
2020,Men+,90 to 94 years,2812.0
2021,Men+,90 to 94 years,2829.0
2022,Men+,90 to 94 years,2855.0
2023,Men+,90 to 94 years,2770.0
1991,Men+,95 to 99 years,
1992,Men+,95 to 99 years,
1993,Men+,95 to 99 years,
1994,Men+,95 to 99 years,
1995,Men+,95 to 99 years,
1996,Men+,95 to 99 years,
1997,Men+,95 to 99 years,
1998,Men+,95 to 99 years,
1999,Men+,95 to 99 years,
2000,Men+,95 to 99 years,350.0
2001,Men+,95 to 99 years,350.0
2002,Men+,95 to 99 years,341.0
2003,Men+,95 to 99 years,388.0
2004,Men+,95 to 99 years,410.0
2005,Men+,95 to 99 years,401.0
2006,Men+,95 to 99 years,420.0
2007,Men+,95 to 99 years,411.0
2008,Men+,95 to 99 years,422.0
2009,Men+,95 to 99 years,431.0
2010,Men+,95 to 99 years,475.0
2011,Men+,95 to 99 years,494.0
2012,Men+,95 to 99 years,493.0
2013,Men+,95 to 99 years,468.0
2014,Men+,95 to 99 years,489.0
2015,Men+,95 to 99 years,514.0
2016,Men+,95 to 99 years,591.0
2017,Men+,95 to 99 years,632.0
2018,Men+,95 to 99 years,638.0
2019,Men+,95 to 99 years,642.0
2020,Men+,95 to 99 years,652.0
2021,Men+,95 to 99 years,673.0
2022,Men+,95 to 99 years,690.0
2023,Men+,95 to 99 years,711.0
1991,Men+,100 years and older,
1992,Men+,100 years and older,
1993,Men+,100 years and older,
1994,Men+,100 years and older,
1995,Men+,100 years and older,
1996,Men+,100 years and older,
1997,Men+,100 years and older,
1998,Men+,100 years and older,
1999,Men+,100 years and older,
2000,Men+,100 years and older,51.0
2001,Men+,100 years and older,50.0
2002,Men+,100 years and older,44.0
2003,Men+,100 years and older,42.0
2004,Men+,100 years and older,48.0
2005,Men+,100 years and older,45.0
2006,Men+,100 years and older,49.0
2007,Men+,100 years and older,47.0
2008,Men+,100 years and older,47.0
2009,Men+,100 years and older,56.0
2010,Men+,100 years and older,50.0
2011,Men+,100 years and older,59.0
2012,Men+,100 years and older,67.0
2013,Men+,100 years and older,63.0
2014,Men+,100 years and older,61.0
2015,Men+,100 years and older,64.0
2016,Men+,100 years and older,58.0
2017,Men+,100 years and older,58.0
2018,Men+,100 years and older,59.0
2019,Men+,100 years and older,69.0
2020,Men+,100 years and older,69.0
2021,Men+,100 years and older,72.0
2022,Men+,100 years and older,61.0
2023,Men+,100 years and older,66.0
1971,Women+,All ages,457786.0
1972,Women+,All ages,453006.0
1973,Women+,All ages,449309.0
1974,Women+,All ages,448087.0
1975,Women+,All ages,452965.0
1976,Women+,All ages,460583.0
1977,Women+,All ages,467509.0
1978,Women+,All ages,471865.0
1979,Women+,All ages,475906.0
1980,Women+,All ages,480440.0
1981,Women+,All ages,485083.0
1982,Women+,All ages,491359.0
1983,Women+,All ages,499173.0
1984,Women+,All ages,506149.0
1985,Women+,All ages,511489.0
1986,Women+,All ages,513516.0
1987,Women+,All ages,515858.0
1988,Women+,All ages,513872.0
1989,Women+,All ages,510187.0
1990,Women+,All ages,504926.0
1991,Women+,All ages,503069.0
1992,Women+,All ages,504010.0
1993,Women+,All ages,505481.0
1994,Women+,All ages,507261.0
1995,Women+,All ages,509926.0
1996,Women+,All ages,512045.0
1997,Women+,All ages,511416.0
1998,Women+,All ages,511312.0
1999,Women+,All ages,509892.0
2000,Women+,All ages,506478.0
2001,Women+,All ages,502831.0
2002,Women+,All ages,501635.0
2003,Women+,All ages,501692.0
2004,Women+,All ages,502493.0
2005,Women+,All ages,500929.0
2006,Women+,All ages,500737.0
2007,Women+,All ages,504830.0
2008,Women+,All ages,511408.0
2009,Women+,All ages,518497.0
2010,Women+,All ages,525707.0
2011,Women+,All ages,531309.0
2012,Women+,All ages,538989.0
2013,Women+,All ages,545880.0
2014,Women+,All ages,551777.0
2015,Women+,All ages,556859.0
2016,Women+,All ages,563606.0
2017,Women+,All ages,569319.0
2018,Women+,All ages,573715.0
2019,Women+,All ages,577516.0
2020,Women+,All ages,579262.0
2021,Women+,All ages,579617.0
2022,Women+,All ages,585179.0
2023,Women+,All ages,600089.0
1971,Women+,0 to 4 years,38891.0
1972,Women+,0 to 4 years,37535.0
1973,Women+,0 to 4 years,36916.0
1974,Women+,0 to 4 years,36241.0
1975,Women+,0 to 4 years,36485.0
1976,Women+,0 to 4 years,37090.0
1977,Women+,0 to 4 years,38077.0
1978,Women+,0 to 4 years,38476.0
1979,Women+,0 to 4 years,39151.0
1980,Women+,0 to 4 years,39695.0
1981,Women+,0 to 4 years,39880.0
1982,Women+,0 to 4 years,40491.0
1983,Women+,0 to 4 years,41605.0
1984,Women+,0 to 4 years,42422.0
1985,Women+,0 to 4 years,42563.0
1986,Women+,0 to 4 years,42446.0
1987,Women+,0 to 4 years,42560.0
1988,Women+,0 to 4 years,41364.0
1989,Women+,0 to 4 years,40467.0
1990,Women+,0 to 4 years,39462.0
1991,Women+,0 to 4 years,38561.0
1992,Women+,0 to 4 years,37986.0
1993,Women+,0 to 4 years,37594.0
1994,Women+,0 to 4 years,36776.0
1995,Women+,0 to 4 years,35919.0
1996,Women+,0 to 4 years,35357.0
1997,Women+,0 to 4 years,34209.0
1998,Women+,0 to 4 years,33320.0
1999,Women+,0 to 4 years,32311.0
2000,Women+,0 to 4 years,31301.0
2001,Women+,0 to 4 years,30452.0
2002,Women+,0 to 4 years,29811.0
2003,Women+,0 to 4 years,29388.0
2004,Women+,0 to 4 years,29281.0
2005,Women+,0 to 4 years,28726.0
2006,Women+,0 to 4 years,28671.0
2007,Women+,0 to 4 years,29452.0
2008,Women+,0 to 4 years,30914.0
2009,Women+,0 to 4 years,32003.0
2010,Women+,0 to 4 years,33332.0
2011,Women+,0 to 4 years,34132.0
2012,Women+,0 to 4 years,35180.0
2013,Women+,0 to 4 years,35703.0
2014,Women+,0 to 4 years,36265.0
2015,Women+,0 to 4 years,36665.0
2016,Women+,0 to 4 years,37383.0
2017,Women+,0 to 4 years,37714.0
2018,Women+,0 to 4 years,37791.0
2019,Women+,0 to 4 years,37141.0
2020,Women+,0 to 4 years,36367.0
2021,Women+,0 to 4 years,35245.0
2022,Women+,0 to 4 years,34642.0
2023,Women+,0 to 4 years,34381.0
1971,Women+,5 to 9 years,48543.0
1972,Women+,5 to 9 years,45650.0
1973,Women+,5 to 9 years,42519.0
1974,Women+,5 to 9 years,40040.0
1975,Women+,5 to 9 years,38642.0
1976,Women+,5 to 9 years,38333.0
1977,Women+,5 to 9 years,38120.0
1978,Women+,5 to 9 years,38124.0
1979,Women+,5 to 9 years,37857.0
1980,Women+,5 to 9 years,37843.0
1981,Women+,5 to 9 years,38092.0
1982,Women+,5 to 9 years,38560.0
1983,Women+,5 to 9 years,38958.0
1984,Women+,5 to 9 years,39648.0
1985,Women+,5 to 9 years,40368.0
1986,Women+,5 to 9 years,40512.0
1987,Women+,5 to 9 years,40547.0
1988,Women+,5 to 9 years,40760.0
1989,Women+,5 to 9 years,40664.0
1990,Women+,5 to 9 years,40089.0
1991,Women+,5 to 9 years,39941.0
1992,Women+,5 to 9 years,39658.0
1993,Women+,5 to 9 years,38879.0
1994,Women+,5 to 9 years,38771.0
1995,Women+,5 to 9 years,38858.0
1996,Women+,5 to 9 years,38646.0
1997,Women+,5 to 9 years,38114.0
1998,Women+,5 to 9 years,37728.0
1999,Women+,5 to 9 years,36620.0
2000,Women+,5 to 9 years,35267.0
2001,Women+,5 to 9 years,34010.0
2002,Women+,5 to 9 years,33055.0
2003,Women+,5 to 9 years,32190.0
2004,Women+,5 to 9 years,31447.0
2005,Women+,5 to 9 years,30738.0
2006,Women+,5 to 9 years,30115.0
2007,Women+,5 to 9 years,29977.0
2008,Women+,5 to 9 years,30029.0
2009,Women+,5 to 9 years,30367.0
2010,Women+,5 to 9 years,30449.0
2011,Women+,5 to 9 years,31041.0
2012,Women+,5 to 9 years,32306.0
2013,Women+,5 to 9 years,33652.0
2014,Women+,5 to 9 years,34619.0
2015,Women+,5 to 9 years,35834.0
2016,Women+,5 to 9 years,36880.0
2017,Women+,5 to 9 years,37300.0
2018,Women+,5 to 9 years,37457.0
2019,Women+,5 to 9 years,37729.0
2020,Women+,5 to 9 years,37617.0
2021,Women+,5 to 9 years,37566.0
2022,Women+,5 to 9 years,37949.0
2023,Women+,5 to 9 years,39040.0
1971,Women+,10 to 14 years,50103.0
1972,Women+,10 to 14 years,49616.0
1973,Women+,10 to 14 years,49401.0
1974,Women+,10 to 14 years,48906.0
1975,Women+,10 to 14 years,48115.0
1976,Women+,10 to 14 years,46844.0
1977,Women+,10 to 14 years,45421.0
1978,Women+,10 to 14 years,43194.0
1979,Women+,10 to 14 years,41131.0
1980,Women+,10 to 14 years,39573.0
1981,Women+,10 to 14 years,38797.0
1982,Women+,10 to 14 years,38759.0
1983,Women+,10 to 14 years,38942.0
1984,Women+,10 to 14 years,38727.0
1985,Women+,10 to 14 years,38734.0
1986,Women+,10 to 14 years,38651.0
1987,Women+,10 to 14 years,39020.0
1988,Women+,10 to 14 years,38785.0
1989,Women+,10 to 14 years,38548.0
1990,Women+,10 to 14 years,38328.0
1991,Women+,10 to 14 years,38077.0
1992,Women+,10 to 14 years,38455.0
1993,Women+,10 to 14 years,39218.0
1994,Women+,10 to 14 years,39550.0
1995,Women+,10 to 14 years,39460.0
1996,Women+,10 to 14 years,39440.0
1997,Women+,10 to 14 years,39525.0
1998,Women+,10 to 14 years,39108.0
1999,Women+,10 to 14 years,38837.0
2000,Women+,10 to 14 years,38407.0
2001,Women+,10 to 14 years,37645.0
2002,Women+,10 to 14 years,37255.0
2003,Women+,10 to 14 years,36910.0
2004,Women+,10 to 14 years,36042.0
2005,Women+,10 to 14 years,35040.0
2006,Women+,10 to 14 years,34065.0
2007,Women+,10 to 14 years,33437.0
2008,Women+,10 to 14 years,33065.0
2009,Women+,10 to 14 years,32721.0
2010,Women+,10 to 14 years,32595.0
2011,Women+,10 to 14 years,32322.0
2012,Women+,10 to 14 years,32363.0
2013,Women+,10 to 14 years,32520.0
2014,Women+,10 to 14 years,32997.0
2015,Women+,10 to 14 years,33001.0
2016,Women+,10 to 14 years,33816.0
2017,Women+,10 to 14 years,34411.0
2018,Women+,10 to 14 years,35313.0
2019,Women+,10 to 14 years,35942.0
2020,Women+,10 to 14 years,36798.0
2021,Women+,10 to 14 years,37216.0
2022,Women+,10 to 14 years,37791.0
2023,Women+,10 to 14 years,38830.0
1971,Women+,15 to 19 years,47165.0
1972,Women+,15 to 19 years,46950.0
1973,Women+,15 to 19 years,46382.0
1974,Women+,15 to 19 years,46402.0
1975,Women+,15 to 19 years,47048.0
1976,Women+,15 to 19 years,47971.0
1977,Women+,15 to 19 years,48148.0
1978,Women+,15 to 19 years,48372.0
1979,Women+,15 to 19 years,48244.0
1980,Women+,15 to 19 years,47839.0
1981,Women+,15 to 19 years,46908.0
1982,Women+,15 to 19 years,45219.0
1983,Women+,15 to 19 years,43270.0
1984,Women+,15 to 19 years,41390.0
1985,Women+,15 to 19 years,39878.0
1986,Women+,15 to 19 years,38995.0
1987,Women+,15 to 19 years,38350.0
1988,Women+,15 to 19 years,37715.0
1989,Women+,15 to 19 years,36940.0
1990,Women+,15 to 19 years,36428.0
1991,Women+,15 to 19 years,36392.0
1992,Women+,15 to 19 years,36536.0
1993,Women+,15 to 19 years,36534.0
1994,Women+,15 to 19 years,37089.0
1995,Women+,15 to 19 years,37921.0
1996,Women+,15 to 19 years,38454.0
1997,Women+,15 to 19 years,38126.0
1998,Women+,15 to 19 years,38370.0
1999,Women+,15 to 19 years,38475.0
2000,Women+,15 to 19 years,38363.0
2001,Women+,15 to 19 years,38386.0
2002,Women+,15 to 19 years,38405.0
2003,Women+,15 to 19 years,37906.0
2004,Women+,15 to 19 years,37863.0
2005,Women+,15 to 19 years,37579.0
2006,Women+,15 to 19 years,37387.0
2007,Women+,15 to 19 years,37384.0
2008,Women+,15 to 19 years,37320.0
2009,Women+,15 to 19 years,36705.0
2010,Women+,15 to 19 years,35944.0
2011,Women+,15 to 19 years,35166.0
2012,Women+,15 to 19 years,34630.0
2013,Women+,15 to 19 years,34224.0
2014,Women+,15 to 19 years,34003.0
2015,Women+,15 to 19 years,34126.0
2016,Women+,15 to 19 years,34178.0
2017,Women+,15 to 19 years,33943.0
2018,Women+,15 to 19 years,33755.0
2019,Women+,15 to 19 years,33860.0
2020,Women+,15 to 19 years,33460.0
2021,Women+,15 to 19 years,33494.0
2022,Women+,15 to 19 years,34511.0
2023,Women+,15 to 19 years,36423.0
1971,Women+,20 to 24 years,34348.0
1972,Women+,20 to 24 years,34534.0
1973,Women+,20 to 24 years,35432.0
1974,Women+,20 to 24 years,36789.0
1975,Women+,20 to 24 years,38816.0
1976,Women+,20 to 24 years,40915.0
1977,Women+,20 to 24 years,42943.0
1978,Women+,20 to 24 years,44062.0
1979,Women+,20 to 24 years,44652.0
1980,Women+,20 to 24 years,44858.0
1981,Women+,20 to 24 years,44992.0
1982,Women+,20 to 24 years,45422.0
1983,Women+,20 to 24 years,46895.0
1984,Women+,20 to 24 years,47883.0
1985,Women+,20 to 24 years,47942.0
1986,Women+,20 to 24 years,46584.0
1987,Women+,20 to 24 years,44061.0
1988,Women+,20 to 24 years,40563.0
1989,Women+,20 to 24 years,37197.0
1990,Women+,20 to 24 years,34381.0
1991,Women+,20 to 24 years,33075.0
1992,Women+,20 to 24 years,32857.0
1993,Women+,20 to 24 years,32901.0
1994,Women+,20 to 24 years,32948.0
1995,Women+,20 to 24 years,33242.0
1996,Women+,20 to 24 years,33721.0
1997,Women+,20 to 24 years,34113.0
1998,Women+,20 to 24 years,34116.0
1999,Women+,20 to 24 years,34452.0
2000,Women+,20 to 24 years,34393.0
2001,Women+,20 to 24 years,34229.0
2002,Women+,20 to 24 years,34320.0
2003,Women+,20 to 24 years,35186.0
2004,Women+,20 to 24 years,35986.0
2005,Women+,20 to 24 years,35882.0
2006,Women+,20 to 24 years,35786.0
2007,Women+,20 to 24 years,36176.0
2008,Women+,20 to 24 years,36603.0
2009,Women+,20 to 24 years,37658.0
2010,Women+,20 to 24 years,38591.0
2011,Women+,20 to 24 years,38804.0
2012,Women+,20 to 24 years,38261.0
2013,Women+,20 to 24 years,37995.0
2014,Women+,20 to 24 years,37172.0
2015,Women+,20 to 24 years,36452.0
2016,Women+,20 to 24 years,35739.0
2017,Women+,20 to 24 years,35464.0
2018,Women+,20 to 24 years,35109.0
2019,Women+,20 to 24 years,35003.0
2020,Women+,20 to 24 years,34658.0
2021,Women+,20 to 24 years,34379.0
2022,Women+,20 to 24 years,34726.0
2023,Women+,20 to 24 years,35861.0
1971,Women+,25 to 29 years,26502.0
1972,Women+,25 to 29 years,27270.0
1973,Women+,25 to 29 years,27565.0
1974,Women+,25 to 29 years,28536.0
1975,Women+,25 to 29 years,30337.0
1976,Women+,25 to 29 years,32249.0
