year,gender,age,value
1978,Total - gender,55 to 59 years,47668.0
1979,Total - gender,55 to 59 years,47994.0
1980,Total - gender,55 to 59 years,47588.0
1981,Total - gender,55 to 59 years,47317.0
1982,Total - gender,55 to 59 years,46858.0
1983,Total - gender,55 to 59 years,46927.0
1984,Total - gender,55 to 59 years,46589.0
1985,Total - gender,55 to 59 years,46355.0
1986,Total - gender,55 to 59 years,45928.0
1987,Total - gender,55 to 59 years,45550.0
1988,Total - gender,55 to 59 years,45006.0
1989,Total - gender,55 to 59 years,44143.0
1990,Total - gender,55 to 59 years,43228.0
1991,Total - gender,55 to 59 years,42509.0
1992,Total - gender,55 to 59 years,41907.0
1993,Total - gender,55 to 59 years,41641.0
1994,Total - gender,55 to 59 years,41363.0
1995,Total - gender,55 to 59 years,41323.0
1996,Total - gender,55 to 59 years,41879.0
1997,Total - gender,55 to 59 years,42242.0
1998,Total - gender,55 to 59 years,43056.0
1999,Total - gender,55 to 59 years,43880.0
2000,Total - gender,55 to 59 years,44832.0
2001,Total - gender,55 to 59 years,45913.0
2002,Total - gender,55 to 59 years,48660.0
2003,Total - gender,55 to 59 years,50966.0
2004,Total - gender,55 to 59 years,53539.0
2005,Total - gender,55 to 59 years,56144.0
2006,Total - gender,55 to 59 years,58372.0
2007,Total - gender,55 to 59 years,59702.0
2008,Total - gender,55 to 59 years,61973.0
2009,Total - gender,55 to 59 years,65129.0
2010,Total - gender,55 to 59 years,68499.0
2011,Total - gender,55 to 59 years,71454.0
2012,Total - gender,55 to 59 years,73902.0
2013,Total - gender,55 to 59 years,75898.0
2014,Total - gender,55 to 59 years,76950.0
2015,Total - gender,55 to 59 years,77282.0
2016,Total - gender,55 to 59 years,77580.0
2017,Total - gender,55 to 59 years,78029.0
2018,Total - gender,55 to 59 years,78694.0
2019,Total - gender,55 to 59 years,78523.0
2020,Total - gender,55 to 59 years,77092.0
2021,Total - gender,55 to 59 years,74387.0
2022,Total - gender,55 to 59 years,71342.0
2023,Total - gender,55 to 59 years,68039.0
1971,Total - gender,60 to 64 years,38685.0
1972,Total - gender,60 to 64 years,39546.0
1973,Total - gender,60 to 64 years,40282.0
1974,Total - gender,60 to 64 years,41255.0
1975,Total - gender,60 to 64 years,42496.0
1976,Total - gender,60 to 64 years,43033.0
1977,Total - gender,60 to 64 years,43321.0
1978,Total - gender,60 to 64 years,43604.0
1979,Total - gender,60 to 64 years,43550.0
1980,Total - gender,60 to 64 years,44038.0
1981,Total - gender,60 to 64 years,44275.0
1982,Total - gender,60 to 64 years,44855.0
1983,Total - gender,60 to 64 years,45098.0
1984,Total - gender,60 to 64 years,45585.0
1985,Total - gender,60 to 64 years,45281.0
1986,Total - gender,60 to 64 years,44943.0
1987,Total - gender,60 to 64 years,44623.0
1988,Total - gender,60 to 64 years,44508.0
1989,Total - gender,60 to 64 years,44107.0
1990,Total - gender,60 to 64 years,43605.0
1991,Total - gender,60 to 64 years,43279.0
1992,Total - gender,60 to 64 years,42903.0
1993,Total - gender,60 to 64 years,42441.0
1994,Total - gender,60 to 64 years,41830.0
1995,Total - gender,60 to 64 years,41249.0
1996,Total - gender,60 to 64 years,40673.0
1997,Total - gender,60 to 64 years,39907.0
1998,Total - gender,60 to 64 years,39524.0
1999,Total - gender,60 to 64 years,39224.0
2000,Total - gender,60 to 64 years,39106.0
2001,Total - gender,60 to 64 years,39516.0
2002,Total - gender,60 to 64 years,39941.0
2003,Total - gender,60 to 64 years,40890.0
2004,Total - gender,60 to 64 years,41807.0
2005,Total - gender,60 to 64 years,42856.0
2006,Total - gender,60 to 64 years,44049.0
2007,Total - gender,60 to 64 years,46945.0
2008,Total - gender,60 to 64 years,49528.0
2009,Total - gender,60 to 64 years,52269.0
2010,Total - gender,60 to 64 years,55171.0
2011,Total - gender,60 to 64 years,57601.0
2012,Total - gender,60 to 64 years,58755.0
2013,Total - gender,60 to 64 years,60539.0
2014,Total - gender,60 to 64 years,63145.0
2015,Total - gender,60 to 64 years,65981.0
2016,Total - gender,60 to 64 years,68609.0
2017,Total - gender,60 to 64 years,71055.0
2018,Total - gender,60 to 64 years,73014.0
2019,Total - gender,60 to 64 years,74358.0
2020,Total - gender,60 to 64 years,75060.0
2021,Total - gender,60 to 64 years,75401.0
2022,Total - gender,60 to 64 years,75766.0
2023,Total - gender,60 to 64 years,76421.0
1971,Total - gender,65 to 69 years,31218.0
1972,Total - gender,65 to 69 years,31864.0
1973,Total - gender,65 to 69 years,32480.0
1974,Total - gender,65 to 69 years,32952.0
1975,Total - gender,65 to 69 years,33551.0
1976,Total - gender,65 to 69 years,34947.0
1977,Total - gender,65 to 69 years,36031.0
1978,Total - gender,65 to 69 years,36738.0
1979,Total - gender,65 to 69 years,37790.0
1980,Total - gender,65 to 69 years,38935.0
1981,Total - gender,65 to 69 years,39649.0
1982,Total - gender,65 to 69 years,40259.0
1983,Total - gender,65 to 69 years,40455.0
1984,Total - gender,65 to 69 years,40326.0
1985,Total - gender,65 to 69 years,40905.0
1986,Total - gender,65 to 69 years,41124.0
1987,Total - gender,65 to 69 years,41610.0
1988,Total - gender,65 to 69 years,41650.0
1989,Total - gender,65 to 69 years,41968.0
1990,Total - gender,65 to 69 years,41691.0
1991,Total - gender,65 to 69 years,41493.0
1992,Total - gender,65 to 69 years,41095.0
1993,Total - gender,65 to 69 years,41036.0
1994,Total - gender,65 to 69 years,40748.0
1995,Total - gender,65 to 69 years,40333.0
1996,Total - gender,65 to 69 years,40073.0
1997,Total - gender,65 to 69 years,39752.0
1998,Total - gender,65 to 69 years,39238.0
1999,Total - gender,65 to 69 years,38625.0
2000,Total - gender,65 to 69 years,37880.0
2001,Total - gender,65 to 69 years,37245.0
2002,Total - gender,65 to 69 years,36682.0
2003,Total - gender,65 to 69 years,36486.0
2004,Total - gender,65 to 69 years,36432.0
2005,Total - gender,65 to 69 years,36504.0
2006,Total - gender,65 to 69 years,37112.0
2007,Total - gender,65 to 69 years,37791.0
2008,Total - gender,65 to 69 years,38619.0
2009,Total - gender,65 to 69 years,39535.0
2010,Total - gender,65 to 69 years,40551.0
2011,Total - gender,65 to 69 years,41877.0
2012,Total - gender,65 to 69 years,44617.0
2013,Total - gender,65 to 69 years,46869.0
2014,Total - gender,65 to 69 years,48978.0
2015,Total - gender,65 to 69 years,51194.0
2016,Total - gender,65 to 69 years,53085.0
2017,Total - gender,65 to 69 years,54519.0
2018,Total - gender,65 to 69 years,56485.0
2019,Total - gender,65 to 69 years,59407.0
2020,Total - gender,65 to 69 years,62572.0
2021,Total - gender,65 to 69 years,65408.0
2022,Total - gender,65 to 69 years,67721.0
2023,Total - gender,65 to 69 years,69736.0
1971,Total - gender,70 to 74 years,23091.0
1972,Total - gender,70 to 74 years,23532.0
1973,Total - gender,70 to 74 years,24337.0
1974,Total - gender,70 to 74 years,25111.0
1975,Total - gender,70 to 74 years,25802.0
1976,Total - gender,70 to 74 years,26370.0
1977,Total - gender,70 to 74 years,27227.0
1978,Total - gender,70 to 74 years,28162.0
1979,Total - gender,70 to 74 years,29028.0
1980,Total - gender,70 to 74 years,29570.0
1981,Total - gender,70 to 74 years,30625.0
1982,Total - gender,70 to 74 years,31525.0
1983,Total - gender,70 to 74 years,32206.0
1984,Total - gender,70 to 74 years,33287.0
1985,Total - gender,70 to 74 years,34385.0
1986,Total - gender,70 to 74 years,34971.0
1987,Total - gender,70 to 74 years,35619.0
1988,Total - gender,70 to 74 years,35774.0
1989,Total - gender,70 to 74 years,35676.0
1990,Total - gender,70 to 74 years,36050.0
1991,Total - gender,70 to 74 years,36397.0
1992,Total - gender,70 to 74 years,36966.0
1993,Total - gender,70 to 74 years,37132.0
1994,Total - gender,70 to 74 years,37337.0
1995,Total - gender,70 to 74 years,37194.0
1996,Total - gender,70 to 74 years,36918.0
1997,Total - gender,70 to 74 years,36562.0
1998,Total - gender,70 to 74 years,36520.0
1999,Total - gender,70 to 74 years,36240.0
2000,Total - gender,70 to 74 years,35780.0
2001,Total - gender,70 to 74 years,35564.0
2002,Total - gender,70 to 74 years,35408.0
2003,Total - gender,70 to 74 years,34968.0
2004,Total - gender,70 to 74 years,34589.0
2005,Total - gender,70 to 74 years,34003.0
2006,Total - gender,70 to 74 years,33647.0
2007,Total - gender,70 to 74 years,33247.0
2008,Total - gender,70 to 74 years,33186.0
2009,Total - gender,70 to 74 years,33049.0
2010,Total - gender,70 to 74 years,33163.0
2011,Total - gender,70 to 74 years,33699.0
2012,Total - gender,70 to 74 years,34133.0
2013,Total - gender,70 to 74 years,34831.0
2014,Total - gender,70 to 74 years,35559.0
2015,Total - gender,70 to 74 years,36439.0
2016,Total - gender,70 to 74 years,37579.0
2017,Total - gender,70 to 74 years,40175.0
2018,Total - gender,70 to 74 years,42282.0
2019,Total - gender,70 to 74 years,44644.0
2020,Total - gender,70 to 74 years,46981.0
2021,Total - gender,70 to 74 years,49114.0
2022,Total - gender,70 to 74 years,50446.0
2023,Total - gender,70 to 74 years,52643.0
1971,Total - gender,75 to 79 years,18323.0
1972,Total - gender,75 to 79 years,18021.0
1973,Total - gender,75 to 79 years,17661.0
1974,Total - gender,75 to 79 years,17461.0
1975,Total - gender,75 to 79 years,17765.0
1976,Total - gender,75 to 79 years,18241.0
1977,Total - gender,75 to 79 years,18752.0
1978,Total - gender,75 to 79 years,19473.0
1979,Total - gender,75 to 79 years,20278.0
1980,Total - gender,75 to 79 years,20901.0
1981,Total - gender,75 to 79 years,21508.0
1982,Total - gender,75 to 79 years,22305.0
1983,Total - gender,75 to 79 years,23165.0
1984,Total - gender,75 to 79 years,23847.0
1985,Total - gender,75 to 79 years,24445.0
1986,Total - gender,75 to 79 years,25229.0
1987,Total - gender,75 to 79 years,25926.0
1988,Total - gender,75 to 79 years,26733.0
1989,Total - gender,75 to 79 years,27707.0
1990,Total - gender,75 to 79 years,28886.0
1991,Total - gender,75 to 79 years,29417.0
1992,Total - gender,75 to 79 years,29712.0
1993,Total - gender,75 to 79 years,29892.0
1994,Total - gender,75 to 79 years,29893.0
1995,Total - gender,75 to 79 years,30220.0
1996,Total - gender,75 to 79 years,30526.0
1997,Total - gender,75 to 79 years,30795.0
1998,Total - gender,75 to 79 years,30910.0
1999,Total - gender,75 to 79 years,31182.0
2000,Total - gender,75 to 79 years,31052.0
2001,Total - gender,75 to 79 years,30862.0
2002,Total - gender,75 to 79 years,30682.0
2003,Total - gender,75 to 79 years,30778.0
2004,Total - gender,75 to 79 years,30635.0
2005,Total - gender,75 to 79 years,30381.0
2006,Total - gender,75 to 79 years,30455.0
2007,Total - gender,75 to 79 years,30320.0
2008,Total - gender,75 to 79 years,29963.0
2009,Total - gender,75 to 79 years,29665.0
2010,Total - gender,75 to 79 years,29139.0
2011,Total - gender,75 to 79 years,28741.0
2012,Total - gender,75 to 79 years,28460.0
2013,Total - gender,75 to 79 years,28453.0
2014,Total - gender,75 to 79 years,28275.0
2015,Total - gender,75 to 79 years,28329.0
2016,Total - gender,75 to 79 years,28946.0
2017,Total - gender,75 to 79 years,29486.0
2018,Total - gender,75 to 79 years,30283.0
2019,Total - gender,75 to 79 years,31168.0
2020,Total - gender,75 to 79 years,32228.0
2021,Total - gender,75 to 79 years,33272.0
2022,Total - gender,75 to 79 years,35550.0
2023,Total - gender,75 to 79 years,37427.0
1971,Total - gender,80 to 84 years,13163.0
1972,Total - gender,80 to 84 years,13082.0
1973,Total - gender,80 to 84 years,12993.0
1974,Total - gender,80 to 84 years,12816.0
1975,Total - gender,80 to 84 years,12590.0
1976,Total - gender,80 to 84 years,12487.0
1977,Total - gender,80 to 84 years,12471.0
1978,Total - gender,80 to 84 years,12367.0
1979,Total - gender,80 to 84 years,12405.0
1980,Total - gender,80 to 84 years,12707.0
1981,Total - gender,80 to 84 years,13141.0
1982,Total - gender,80 to 84 years,13550.0
1983,Total - gender,80 to 84 years,14147.0
1984,Total - gender,80 to 84 years,14814.0
1985,Total - gender,80 to 84 years,15317.0
1986,Total - gender,80 to 84 years,15853.0
1987,Total - gender,80 to 84 years,16441.0
1988,Total - gender,80 to 84 years,17012.0
1989,Total - gender,80 to 84 years,17521.0
1990,Total - gender,80 to 84 years,17941.0
1991,Total - gender,80 to 84 years,18805.0
1992,Total - gender,80 to 84 years,19605.0
1993,Total - gender,80 to 84 years,20220.0
1994,Total - gender,80 to 84 years,21010.0
1995,Total - gender,80 to 84 years,21849.0
1996,Total - gender,80 to 84 years,22182.0
1997,Total - gender,80 to 84 years,22467.0
1998,Total - gender,80 to 84 years,22530.0
1999,Total - gender,80 to 84 years,22593.0
2000,Total - gender,80 to 84 years,22878.0
2001,Total - gender,80 to 84 years,23182.0
2002,Total - gender,80 to 84 years,23484.0
2003,Total - gender,80 to 84 years,23607.0
2004,Total - gender,80 to 84 years,23919.0
2005,Total - gender,80 to 84 years,24076.0
2006,Total - gender,80 to 84 years,24026.0
2007,Total - gender,80 to 84 years,24012.0
2008,Total - gender,80 to 84 years,24087.0
2009,Total - gender,80 to 84 years,24018.0
2010,Total - gender,80 to 84 years,23858.0
2011,Total - gender,80 to 84 years,23842.0
2012,Total - gender,80 to 84 years,23827.0
2013,Total - gender,80 to 84 years,23488.0
2014,Total - gender,80 to 84 years,23310.0
2015,Total - gender,80 to 84 years,22977.0
2016,Total - gender,80 to 84 years,22704.0
2017,Total - gender,80 to 84 years,22536.0
2018,Total - gender,80 to 84 years,22671.0
2019,Total - gender,80 to 84 years,22656.0
2020,Total - gender,80 to 84 years,22928.0
2021,Total - gender,80 to 84 years,23372.0
2022,Total - gender,80 to 84 years,23888.0
2023,Total - gender,80 to 84 years,24550.0
1971,Total - gender,85 to 89 years,6810.0
1972,Total - gender,85 to 89 years,6993.0
1973,Total - gender,85 to 89 years,7099.0
1974,Total - gender,85 to 89 years,7178.0
1975,Total - gender,85 to 89 years,7182.0
1976,Total - gender,85 to 89 years,7123.0
1977,Total - gender,85 to 89 years,7112.0
1978,Total - gender,85 to 89 years,7221.0
1979,Total - gender,85 to 89 years,7405.0
1980,Total - gender,85 to 89 years,7333.0
1981,Total - gender,85 to 89 years,7446.0
1982,Total - gender,85 to 89 years,7511.0
1983,Total - gender,85 to 89 years,7447.0
1984,Total - gender,85 to 89 years,7532.0
1985,Total - gender,85 to 89 years,7693.0
1986,Total - gender,85 to 89 years,8046.0
1987,Total - gender,85 to 89 years,8380.0
1988,Total - gender,85 to 89 years,8803.0
1989,Total - gender,85 to 89 years,9278.0
1990,Total - gender,85 to 89 years,9612.0
1991,Total - gender,85 to 89 years,9858.0
1992,Total - gender,85 to 89 years,10190.0
1993,Total - gender,85 to 89 years,10683.0
1994,Total - gender,85 to 89 years,10927.0
1995,Total - gender,85 to 89 years,11379.0
1996,Total - gender,85 to 89 years,11968.0
1997,Total - gender,85 to 89 years,12417.0
1998,Total - gender,85 to 89 years,12891.0
1999,Total - gender,85 to 89 years,13353.0
2000,Total - gender,85 to 89 years,13846.0
2001,Total - gender,85 to 89 years,14084.0
2002,Total - gender,85 to 89 years,14336.0
2003,Total - gender,85 to 89 years,14422.0
2004,Total - gender,85 to 89 years,14426.0
2005,Total - gender,85 to 89 years,14774.0
2006,Total - gender,85 to 89 years,14969.0
2007,Total - gender,85 to 89 years,15302.0
2008,Total - gender,85 to 89 years,15391.0
2009,Total - gender,85 to 89 years,15709.0
2010,Total - gender,85 to 89 years,15830.0
2011,Total - gender,85 to 89 years,15762.0
2012,Total - gender,85 to 89 years,15827.0
2013,Total - gender,85 to 89 years,15982.0
2014,Total - gender,85 to 89 years,16020.0
2015,Total - gender,85 to 89 years,16041.0
2016,Total - gender,85 to 89 years,16054.0
2017,Total - gender,85 to 89 years,16055.0
2018,Total - gender,85 to 89 years,15998.0
2019,Total - gender,85 to 89 years,16118.0
2020,Total - gender,85 to 89 years,15810.0
2021,Total - gender,85 to 89 years,15783.0
2022,Total - gender,85 to 89 years,15425.0
2023,Total - gender,85 to 89 years,15457.0
1991,Total - gender,90 to 94 years,
1992,Total - gender,90 to 94 years,
1993,Total - gender,90 to 94 years,
1994,Total - gender,90 to 94 years,
1995,Total - gender,90 to 94 years,
1996,Total - gender,90 to 94 years,
1997,Total - gender,90 to 94 years,
1998,Total - gender,90 to 94 years,
1999,Total - gender,90 to 94 years,
2000,Total - gender,90 to 94 years,5372.0
2001,Total - gender,90 to 94 years,5526.0
2002,Total - gender,90 to 94 years,5827.0
2003,Total - gender,90 to 94 years,6125.0
2004,Total - gender,90 to 94 years,6310.0
2005,Total - gender,90 to 94 years,6629.0
2006,Total - gender,90 to 94 years,6783.0
2007,Total - gender,90 to 94 years,6864.0
2008,Total - gender,90 to 94 years,6974.0
2009,Total - gender,90 to 94 years,7022.0
2010,Total - gender,90 to 94 years,7376.0
2011,Total - gender,90 to 94 years,7405.0
2012,Total - gender,90 to 94 years,7604.0
2013,Total - gender,90 to 94 years,7714.0
2014,Total - gender,90 to 94 years,7878.0
2015,Total - gender,90 to 94 years,8028.0
2016,Total - gender,90 to 94 years,8147.0
2017,Total - gender,90 to 94 years,8156.0
2018,Total - gender,90 to 94 years,8262.0
2019,Total - gender,90 to 94 years,8244.0
2020,Total - gender,90 to 94 years,8448.0
2021,Total - gender,90 to 94 years,8469.0
2022,Total - gender,90 to 94 years,8488.0
2023,Total - gender,90 to 94 years,8353.0
1991,Total - gender,95 to 99 years,
1992,Total - gender,95 to 99 years,
1993,Total - gender,95 to 99 years,
1994,Total - gender,95 to 99 years,
1995,Total - gender,95 to 99 years,
1996,Total - gender,95 to 99 years,
1997,Total - gender,95 to 99 years,
1998,Total - gender,95 to 99 years,
1999,Total - gender,95 to 99 years,
2000,Total - gender,95 to 99 years,1271.0
2001,Total - gender,95 to 99 years,1303.0
2002,Total - gender,95 to 99 years,1337.0
2003,Total - gender,95 to 99 years,1446.0
2004,Total - gender,95 to 99 years,1496.0
2005,Total - gender,95 to 99 years,1604.0
2006,Total - gender,95 to 99 years,1751.0
2007,Total - gender,95 to 99 years,1833.0
2008,Total - gender,95 to 99 years,1920.0
2009,Total - gender,95 to 99 years,1975.0
2010,Total - gender,95 to 99 years,2099.0
2011,Total - gender,95 to 99 years,2209.0
2012,Total - gender,95 to 99 years,2276.0
2013,Total - gender,95 to 99 years,2274.0
2014,Total - gender,95 to 99 years,2261.0
2015,Total - gender,95 to 99 years,2371.0
2016,Total - gender,95 to 99 years,2486.0
2017,Total - gender,95 to 99 years,2595.0
2018,Total - gender,95 to 99 years,2628.0
2019,Total - gender,95 to 99 years,2671.0
2020,Total - gender,95 to 99 years,2656.0
2021,Total - gender,95 to 99 years,2653.0
2022,Total - gender,95 to 99 years,2647.0
2023,Total - gender,95 to 99 years,2653.0
1991,Total - gender,100 years and older,
1992,Total - gender,100 years and older,
1993,Total - gender,100 years and older,
1994,Total - gender,100 years and older,
1995,Total - gender,100 years and older,
1996,Total - gender,100 years and older,
1997,Total - gender,100 years and older,
1998,Total - gender,100 years and older,
1999,Total - gender,100 years and older,
2000,Total - gender,100 years and older,172.0
2001,Total - gender,100 years and older,172.0
2002,Total - gender,100 years and older,174.0
2003,Total - gender,100 years and older,176.0
2004,Total - gender,100 years and older,182.0
2005,Total - gender,100 years and older,204.0
2006,Total - gender,100 years and older,231.0
2007,Total - gender,100 years and older,232.0
2008,Total - gender,100 years and older,241.0
2009,Total - gender,100 years and older,285.0
2010,Total - gender,100 years and older,322.0
2011,Total - gender,100 years and older,321.0
2012,Total - gender,100 years and older,343.0
2013,Total - gender,100 years and older,362.0
2014,Total - gender,100 years and older,389.0
2015,Total - gender,100 years and older,416.0
2016,Total - gender,100 years and older,407.0
2017,Total - gender,100 years and older,418.0
2018,Total - gender,100 years and older,430.0
2019,Total - gender,100 years and older,444.0
2020,Total - gender,100 years and older,498.0
2021,Total - gender,100 years and older,494.0
2022,Total - gender,100 years and older,440.0
2023,Total - gender,100 years and older,434.0
1971,Total - gender,Average age,32.0
1972,Total - gender,Average age,32.3
1973,Total - gender,Average age,32.5
1974,Total - gender,Average age,32.7
1975,Total - gender,Average age,32.8
1976,Total - gender,Average age,32.9
1977,Total - gender,Average age,33.0
1978,Total - gender,Average age,33.1
1979,Total - gender,Average age,33.2
1980,Total - gender,Average age,33.4
1981,Total - gender,Average age,33.5
1982,Total - gender,Average age,33.6
1983,Total - gender,Average age,33.6
1984,Total - gender,Average age,33.7
1985,Total - gender,Average age,33.8
1986,Total - gender,Average age,34.0
1987,Total - gender,Average age,34.2
1988,Total - gender,Average age,34.4
1989,Total - gender,Average age,34.7
1990,Total - gender,Average age,35.0
1991,Total - gender,Average age,35.3
1992,Total - gender,Average age,35.5
1993,Total - gender,Average age,35.7
1994,Total - gender,Average age,35.9
1995,Total - gender,Average age,36.0
1996,Total - gender,Average age,36.1
1997,Total - gender,Average age,36.3
1998,Total - gender,Average age,36.6
1999,Total - gender,Average age,36.8
2000,Total - gender,Average age,37.1
2001,Total - gender,Average age,37.3
2002,Total - gender,Average age,37.6
2003,Total - gender,Average age,37.8
2004,Total - gender,Average age,38.0
2005,Total - gender,Average age,38.3
2006,Total - gender,Average age,38.6
2007,Total - gender,Average age,38.6
2008,Total - gender,Average age,38.7
2009,Total - gender,Average age,38.7
2010,Total - gender,Average age,38.7
2011,Total - gender,Average age,38.7
2012,Total - gender,Average age,38.7
2013,Total - gender,Average age,38.7
2014,Total - gender,Average age,38.7
2015,Total - gender,Average age,38.8
2016,Total - gender,Average age,38.8
2017,Total - gender,Average age,38.9
2018,Total - gender,Average age,39.0
2019,Total - gender,Average age,39.2
2020,Total - gender,Average age,39.4
2021,Total - gender,Average age,39.6
2022,Total - gender,Average age,39.7
2023,Total - gender,Average age,39.7
